Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
10 x 10 x 3 inches,B00027467O,"October 2, 2001",Canine Hardware,Vietnam,None,Multi,511300,18.14 g,$9.99,$31.85,$19.37,13
0.13 x 3.25 x 5 inches,B079QF2SSX,"February 9, 2018",Pearhead Pets,China,None,"Pet Ink Pad, Black",83034,0.1 Ounces,$4.39,$25.90,$0.00,13
9 x 5 x 6.5 inches,B0000AH9W4,"December 20, 2002",Outward Hound,China,None,Multi,32022,3.84 ounces,$6.99,$31.21,$0.00,13
5.94 x 2.68 x 1.85 inches,B09478KGJZ,"May 5, 2021",Douxo S3,USA,None,Translucent,D98110P,8.8 ounces,$18.99,$27.18,$23.65,13
2.6 x 4.21 x 7.2 inches,B071XDJYQT,"June 14, 2017",ThunderWorks,France,None,ORANGE,T08-D-DK1,5.44 ounces,$12.83,$27.40,$18.71,13
7.75 x 7.75 x 1.9 inches,B092DYHW2K,"April 19, 2021",Learning Resources,China,None,multi,LSP9351,12.6 ounces,$10.35,$28.34,$0.00,13
12 x 18 x 11.25 inches,B0081XIK4Q,"June 20, 2004",Kyjen,China,None,Orange,22021,0.73 Pounds,$19.99,$44.14,$28.71,13
12.13 x 9.13 x 10.13 inches,B003UHUWSU,"June 25, 2010",Out International,United States,None,None,11268,3 pounds,$27.99,$54.70,$0.00,13
7.83 x 4.8 x 1.3 inches,B08ZQKCSVQ,"March 25, 2021",Ark Naturals Company,USA,None,Red,45002,4 Ounces,$3.99,$26.39,$0.00,13
3.16 x 3.16 x 8.1 inches,B07MY4DWBN,"January 18, 2019",Central Garden & Pet,USA,None,None,100536725,1.6 Pounds,None,None,None,13
14.48 x 11.22 x 3.82 inches,B08SHWBMCL,"September 17, 2021",DCSC,China,"#1,568 in Pet Supplies (See Top 100 in Pet Supplies)  #6 in Dog Car Seat Covers",None,DCSC,3.85 pounds,$39.95,$42.80,$27.93,13
15 x 4 x 9.5 inches,B000084E7Y,"June 20, 2004",Multipet International,China,None,Assorted Colors,37701,1.92 ounces,$7.99,$40.03,$21.95,13
2.5 x 5.44 x 6.43 inches,B008APMKO6,"May 23, 2012",Canine Hardware,China,None,Blue/ Orange,231201,0.1 Kilograms,$5.05,$27.23,$0.00,13
5.25 x 3 x 1.75 inches,B0062Z0S3G,"November 3, 2011",No,China,"#2,805 in Pet Supplies (See Top 100 in Pet Supplies)  #3 in Dog Combs",None,104013,2.4 ounces,$8.19,$27.80,$0.00,13
0.45 x 7.65 x 10.35 inches,B0029PY7SK,"May 13, 2009",Central Garden & Pet,China,None,Heather Grey,HGS-T01,4.64 ounces,$31.00,$26.83,$26.07,13
42 x 28 x 23 inches,B071937LW8,None,Regalo International,China,"#1,259 in Baby (See Top 100 in Baby)  #24 in Door & Stair Baby Gates",None,0723 DS,4 pounds,$23.99,$81.90,$51.12,13
6.5 x 3.5 x 2 inches,B014JXJ2S4,"August 31, 2015",Benebone,United States,None,brown,1004071,0.5 Pounds,$11.18,$27.21,$0.00,13
2.65 x 2.26 x 1.74 inches,B0CH45HPZT,"September 1, 2023",TP-Link,China,#756 in Electronics (See Top 100 in Electronics)  #7 in Pet Cameras & Monitors  #61 in Video Surveillance Equipment,White,Tapo C120,3.53 ounces,$29.60,$28.06,$0.00,13
2.25 x 2.25 x 2.75 inches,B004PJ55KC,"May 13, 2009",Dogswell,USA,None,White,42615,2.24 ounces,$9.77,$25.79,$0.00,13
2.55 x 4.55 x 9.45 inches,B08YKFJ3FR,"March 15, 2021",Dremel,Mexico,"#2,441 in Pet Supplies (See Top 100 in Pet Supplies)  #14 in Dog Claw Care",None,7350-PET,0.01 ounces,$38.93,$28.86,$42.94,13
5.5 x 5 x 2.75 inches,B075CYLWL6,"September 4, 2017",Trademark GLB,China,None,Silver,80-PET6027,9.6 ounces,$8.95,$29.05,$0.00,13
5 x 2 x 7 inches,B07FTMFFZW,"July 18, 2018","PetWise, Inc.",China,None,Checkers - Dinos Bruto (Purple),77813,0.03 Kilograms,$6.70,$26.71,$0.00,13
16.5 x 10.83 x 24.5 inches,B08WH8BY8Y,"February 11, 2021","IRIS USA, Inc.",USA,None,None,500090,4.66 pounds,$26.75,$120.47,$63.63,N/A
2 x 2 x 5 inches,B071KGMFJF,"June 15, 2017",ThunderWorks,France,None,None,T08-D-Refill1,0.16 Pounds,$12.76,$26.49,$0.00,13
62 x 24 x 62 inches,B079P9FDNN,"February 5, 2018",MidWest Homes For Pets,China,None,Black,B550-24,16.46 pounds,$34.99,$90.83,$54.63,13
9.25 x 6.3 x 5.71 inches,B0051H45GC,"January 1, 2005",Company of Animals,United Kingdom,None,Black,61520B,0.51 Pounds,$14.52,$33.82,$22.09,13
2 x 2 x 6.81 inches,B001AWH582,"May 12, 2005",Cosmos Corporation,USA,None,8 oz,SPTSSH8Z,0.65 Pounds,$12.99,$27.62,$21.04,N/A
7 x 5 x 10.5 inches,B0BKH4XQLS,"October 25, 2022",Multipet,China,None,White/ Blue,48747-1,4.4 Ounces,$7.19,$38.18,$20.84,13
9.07 x 11.62 x 12.4 inches,B007RBB662,"May 1, 2012","IRIS USA, Inc.",United States,None,None,300555,15.5 ounces,$12.99,$61.59,$36.56,N/A
3.7 x 1.3 x 8.9 inches,B000G136RC,"May 25, 2006",Hartz,China,None,Original Version,3270005415,0.15 Pounds,$4.77,$25.89,$0.00,13
2 x 2 x 14 inches,B00280MUJY,"October 25, 2011",Doskocil,China,None,Multi,6900,0.2 Pounds,$7.95,$28.57,$0.00,13
2.72 x 1.85 x 1.77 inches,B0CFRKQLXQ,"August 15, 2023",Zoetis,Taiwan,None,None,10026572,1.13 ounces,$57.98,$25.27,$0.00,13
0.75 x 5 x 6.5 inches,B0002ARWTA,"June 20, 2004",Ethical Products,China,None,None,2290,0.8 ounces,$2.99,$25.27,$0.00,13
4.5 x 7.63 x 2.63 inches,B08Z6GJGBN,"March 16, 2021",Ubbi,China,None,Red,10915,14.4 ounces,$7.99,$28.58,$0.00,13
9.7 x 9.7 x 18.5 inches,B0CHTDZ1JC,"September 11, 2023",Litter Genie,China,None,Grey,I000651,4.39 pounds,$49.25,$69.40,$57.06,13
10.25 x 11 x 6.5 inches,B0017JC2WC,"April 8, 2008",Van Ness Products,United States,None,None,FC5,1.05 pounds,$6.98,$59.15,$32.65,13
5 x 3.5 x 1 inches,B086N3VP9M,"June 9, 2020",Outward Hound,Vietnam,None,Hedgehog,67893,0.07 Pounds,$4.07,$26.52,$0.00,13
6 x 2 x 6 inches,B0842XDNQX,"January 21, 2020",Ethical Pet Products,USA,None,Multi,68054557,0.21 Kilograms,$3.99,$27.43,$0.00,13
15.88 x 10.63 x 10.5 inches,B000L3XYZ4,"May 7, 2008",Radio Systems Corporation,United States,None,Grey,PWW00-13703,4 Pounds,$48.95,$77.78,$30.63,13
20 x 2.5 x 2.5 inches,B001GIEZLA,"June 28, 2017",Mammoth Pet Products,USA,None,Multi,20012F,1.6 ounces,$7.49,$37.25,$20.59,13
7.48 x 7 x 8 inches,B09B2Y2G4K,"July 22, 2021",Benebone,USA,None,Brown,420300,7.2 Ounces,$10.23,$27.18,$0.00,13
7.25 x 5.5 x 5.5 inches,B07DHVDPY7,"June 5, 2018","Best Pet Supplies, Inc.",China,None,Pink Heart,PH-150B,11.7 ounces,$6.99,$28.14,$0.00,13
6.3 x 4.52 x 1.37 inches,B077PZ8825,"November 23, 2017",Outward Hound,China,None,Blue Penguin,67806,1.13 ounces,$2.75,$26.51,$0.00,13
9.1 x 7 x 6.3 inches,B0BQW3MP4N,"December 22, 2022",PETLIBRO,China,None,White,PLWF115,1.2 Kilograms,$69.99,$38.42,$10.45,13
2.6 x 3.6 x 9.4 inches,B00FXVFEQG,"October 7, 2013",OUT! International,China,None,Blue,3203940040,1.3 pounds,None,None,None,13
7.5 x 4.5 x 1.2 inches,B071CJQTKH,"April 15, 2017",Central Garden & Pet,China,None,Cheese,NCBW402P,1 Grams,$7.00,$25.91,$0.00,13
"13""L x 13""W x 18.25""H",B0BFJN4VXN,None,United Solutions,USA,"#1,405 in Pet Supplies (See Top 100 in Pet Supplies)  #5 in Dog Food Storage",None,PLFS0005,4.49 pounds,$30.99,$119.98,$72.11,13
7.5 x 4.9 x 1.6 inches,B0BVDNZF5M,"February 10, 2023",Central Garden & Pet,China,None,Lobster,NL102P,0.33 Pounds,$8.98,$26.54,$0.00,13
1.75 x 1.75 x 1.75 inches,B0009W2DJK,"August 19, 2004",JW Pet Company,China,None,ASSORTED,43112,0.34 Pounds,$8.95,$31.56,$7.45,13
2.5 x 2.5 x 2.5 inches,B002KM9HOQ,"August 6, 2009",Canine Hardware,China,None,Blue,20320,5.6 Ounces,$6.25,$27.47,$0.00,13
192.13 x 0.39 x 27.95 inches,B003VNKLIY,None,No,None,#817 in Baby (See Top 100 in Baby)  #18 in Door & Stair Baby Gates,None,1350 DS,0.64 ounces,$89.99,$248.20,$143.93,13
6.5 x 5.5 x 0.7 inches,B073RK9ZYR,"June 29, 2017",Central Garden & Pet,China,None,None,NBXXS001P,0.05 Kilograms,$6.48,$25.65,$0.00,13
7.95 x 7.95 x 7.95 inches,B01EMSVVAI,"April 20, 2016",Horesemans Pride/Jolly Pets,United States,None,Ocean Blue,SB08 Ocean,1.2 Pounds,$21.19,$43.29,$31.85,13
2.5 x 3.5 x 9 inches,B005CUTY4G,"July 7, 2011",Wahl Clipper Corp.,USA,None,Odor,820003A,1.7 Pounds,$8.97,$31.93,$21.19,13
4.75 x 4.75 x 4.75 inches,B0719Q85G8,"July 13, 2017",Outward Hound,China,None,Treat Tumble (Small Blue),67326,0.15 Kilograms,$5.99,$30.45,$0.00,13
1.75 x 2.75 x 9 inches,B088S8XKJN,"May 18, 2020",Fetch for Pets,USA,None,Beige,FF12376,0.75 Pounds,$9.64,$28.34,$0.00,13
32.68 x 2.75 x 29.75 inches,B0002JETOM,None,No,USA,"#1,690 in Baby (See Top 100 in Baby)  #30 in Door & Stair Baby Gates",None,4615,4.4 pounds,$30.04,$100.67,$0.00,13
10.4 x 3.5 x 1 inches,B00CUH3CZ6,"April 21, 2006",Petrodex,China,None,Pinks,SJ225 02 43,0.2 Pounds,$5.99,$26.31,$0.00,13
11.63 x 3.63 x 3.13 inches,B07JHTJHST,"October 17, 2018",XOUT9,China,None,None,3203940076,1.94 pounds,$23.99,$32.81,$24.10,13
6 x 6 x 2.25 inches,B0010QAXEG,"October 30, 2005",Van Ness Products,USA,None,Double Action,CS3,4.96 ounces,$2.32,$27.19,$0.00,13
6.5 x 0.1 x 3.5 inches,B01BECRHEO,"June 10, 2015",Q K Design,France,None,Green,STT,0.352 ounces,$6.99,$25.17,$0.00,13
3.78 x 3.74 x 1.54 inches,B0C75D8QZ9,"June 5, 2023",Tractive Inc.,China,"#3,431 in Pet Supplies (See Top 100 in Pet Supplies)  #4 in Pet Trackers",None,TRCAT5DBNA,0.882 ounces,$49.99,$26.03,$9.53,13
2.75 x 7 x 2.75 inches,B002CZLNL6,"September 30, 2004",Synergy Labs,USA,None,White,FG01220,1.14 Pounds,$10.12,$29.82,$20.73,13
2.5 x 7.75 x 10 inches,B0BRBSYNTR,"December 29, 2022",Andis,USA,None,Black,24675,1.94 pounds,$116.24,$32.73,$64.35,13
0.25 x 71.25 x 0.75 inches,B000OGRDK0,"August 9, 2005",Radio Systems Corporation,China,None,Black,LSH-3/8-X-6-BLK,0.04 Pounds,$4.99,$26.22,$0.00,13
6.8 x 3.6 x 1.1 inches,B01EZ7UOCM,"April 29, 2016",Pat Your Pet,China,None,Blue,Pet Grooming Tool,0.25 Pounds,$10.25,$26.80,$0.00,13
7.72 x 10.16 x 14.09 inches,B09S8WMJY9,"February 11, 2022",PETLIBRO,China,None,Black,PLAF103,2 Kilograms,$99.99,$49.97,$92.21,13
"1.5""L x 1.5""W",B088GTZ57S,"May 12, 2020",Waterpik,China,"#3,374 in Pet Supplies (See Top 100 in Pet Supplies)  #2 in Dog Showerheads & Sprayers",Blue/Grey,PPR-252E,5.6 ounces,$46.99,$35.84,$40.41,13
0.38 x 5.13 x 9.5 inches,B0009ZBKG4,"October 2, 2001",Radio Systems Corporation,Armenia,None,Black/Silver,EWH-HC-L-BLK,9.6 ounces,$9.99,$27.38,$0.00,13
21 x 12 x 17 inches,B0002H3S5K,"July 1, 2004",Gamma,USA,None,None,4340,4.84 pounds,$44.95,$288.41,$141.90,13
2.5 x 2.5 x 8.5 inches,B0033118YK,"January 6, 2010",Bramton Company,USA,None,natural,3165810345,0.52 Kilograms,$17.99,$29.58,$24.31,13
312 x 1.56 x 0.1 inches,B01EV1SBWM,"April 27, 2016",Flexi North America,Germany,None,Grey,CF30T8.250.GR,1.2 Pounds,$27.25,$30.46,$26.01,13
6.75 x 6.75 x 2 inches,B003TLMJL0,"June 22, 2010",Loving Pets,India,None,Blueberry,7463,0.16 Kilograms,$6.87,$29.76,$0.00,13
55 x 55 x 33 inches,B09JSQ2K1R,None,None,None,#346 in Baby (See Top 100 in Baby)  #5 in Door & Stair Baby Gates,None,SH20.006D,3.89 pounds,$34.99,$40.55,$33.52,N/A
3.6 x 3.6 x 3.8 inches,B08DL5KVWW,"July 24, 2020",Fetch for Pets,China,None,Fresh Breeze,FF12887,15 ounces,$8.16,$29.14,$0.00,13
4.25 x 9.25 x 9.5 inches,B083QYPGQD,"February 13, 2020",Hartz,Japan,None,Pink/Blue,032700112424,0.53 Kilograms,$23.97,$40.35,$28.79,13
6 x 6 x 8.5 inches,B001JQLNB4,"November 24, 2008",Starmark,USA,None,Green,SMBAL,16 ounces,$18.31,$37.00,$9.72,13
5.05 x 5.04 x 2.22 inches,B01EMX4DZ8,"April 20, 2016",Doskocil,Vietnam,None,Multi,31537,0.05 Kilograms,$6.50,$26.31,$0.00,13
7.68 x 7.68 x 11.42 inches,B0BQ79KHD9,"March 6, 2023",PETLIBRO,China,None,Black,PLAF008,2.91 Pounds,$39.99,$45.67,$53.68,13
28.25 x 4.75 x 3 inches,B001B4TV1I,"October 25, 2008",Doskocil,China,None,Multi,6700,10.56 ounces,$9.95,$36.24,$23.39,13
36.61 x 2.36 x 7.48 inches,B0042I5G2I,"March 5, 2014",Outward Hound,China,None,Plush,41001,0.35 Pounds,$16.80,$27.58,$20.45,13
3.15 x 3.15 x 9.85 inches,B00CI50LSQ,"April 1, 2013",Canine Hardware,Vietnam,None,Multi,184301,0.4 Pounds,$12.82,$28.30,$7.54,13
3.5 x 3.5 x 4.25 inches,B00EPDRJUW,"August 7, 2013",Royal Pet Incorporated,China,None,rad,10005,0.15 Pounds,$3.92,$26.44,$0.00,13
22.83 x 14.96 x 12.99 inches,B00OP6SVJW,"September 3, 2020",Amazon,China,None,Gray & Blue,6009-M,2.05 Kilograms,$24.00,$100.85,$0.00,N/A
12 x 11.9 x 10 inches,B07P68FCHJ,"March 7, 2019",Radio Systems Corporation,Vietnam,None,Red,PIF00-13663,5 Pounds,$249.95,$68.57,$0.00,13
24.05 x 16.8 x 14.5 inches,B0062JFGM0,None,No,USA,"#2,676 in Pet Supplies (See Top 100 in Pet Supplies)  #10 in Basic Dog Crates",None,21231,5.24 pounds,$40.59,$185.16,$0.00,13
2.35 x 2.8 x 9.63 inches,B079SYNQQ6,"February 2, 2018",Wahl Clipper Corp,China,None,Orange,858501,0.31 Pounds,$9.99,$27.32,$0.00,13
3.25 x 3.25 x 6.5 inches,B08FXPDZVW,"August 14, 2020",Fetch for Pets,China,None,Deodorizing Multi-Purpose Dog Wipes,FF12848,0.58 Pounds,$4.99,$27.70,$0.00,13
1.6 x 2.25 x 8.25 inches,B08PDMBCK2,None,Fetch for Pets,USA,"#2,109 in Pet Supplies (See Top 100 in Pet Supplies)  #22 in Dog Itch Remedies",None,FF15584,9.2 ounces,$6.10,$27.26,$0.00,13
30 x 36 x 0.1 inches,B08JC8JF8X,"July 8, 2020",U-Play Corporation,China,None,Blue,A39,6.47 pounds,$19.99,$67.52,$0.00,13
35.13 x 35.13 x 23.75 inches,B0C44NX6KL,"May 2, 2023","IRIS USA, Inc.",USA,None,Black,586699,10.37 Pounds,$34.99,$125.56,$76.56,N/A
1.4 x 5.9 x 1.4 inches,B004GEDFSU,"December 15, 2010",Nutri-Vet,USA,None,multi,1001008,0.2 Pounds,$8.15,$26.23,$0.00,13
10 x 3 x 4 inches,B07K92N1G1,"November 7, 2018",MPET9,USA,None,"Brown, White",37410-1,2.9 Ounces,$6.39,$32.53,$0.00,13
1.6 x 29.5 x 39 inches,B00W9O64KU,"April 17, 2015",MidWest Homes For Pets,China,None,None,2939SG,14.7 pounds,$49.13,$91.22,$60.75,13
24 x 18 x 2.5 inches,B003D7LCRM,"March 31, 2010",MidWest Homes For Pets,China,None,Gray,40624-SGB,1 Pounds,$16.99,$73.96,$0.00,13
10 x 4 x 1 inches,B07MJVM62C,"January 11, 2019",Central Garden & Pet,China,None,Chill & Chew Cloth,NPFB202P,2.11 ounces,$8.35,$26.19,$0.00,N/A
192 x 3 x 26 inches,B0789F6B4T,None,No,None,"#1,298 in Baby (See Top 100 in Baby)  #25 in Door & Stair Baby Gates",None,1360 DS,17 pounds,$59.99,$244.07,$0.00,13
3.5 x 2.6 x 4.5 inches,B00UNLOWK0,"October 20, 2015",Chuckit!,Vietnam,None,natural,52068,0.09 Pounds,$4.22,$26.02,$0.00,13
7.95 x 7.95 x 7.95 inches,B0006G570G,"October 1, 2004",Jolly Pet,USA,None,Blue,408 BL,1.1 Pounds,$14.49,$36.07,$25.41,13
6 x 3 x 2 inches,B074YJC6KB,"August 20, 2017",flexi,Germany,None,None,403324,0.8 ounces,$9.35,$26.39,$0.00,13
4.02 x 7.52 x 1.61 inches,B09QW267RP,"May 1, 2022",Learning Resources,China,None,Multicolor,LER9356,2.82 ounces,$3.91,$26.48,$0.00,13
17.98 x 14.76 x 23.44 inches,B07QGH52BX,"April 4, 2019","IRIS USA, Inc.",United States,None,None,301088,5.02 pounds,$29.99,$157.20,$80.43,N/A
0.75 x 3.75 x 5 inches,B01AL7V1IQ,"January 7, 2016",Hartz,USA,None,Orange,03270011068,20.7 Grams,$8.64,$25.59,$0.00,13
2.8 x 1.1 x 0.67 inches,B099SF2X9L,"July 21, 2021",Tractive,China,None,Midnight Blue,TRNJADB,35 Grams,$49.99,$26.15,$9.54,13
3.1 x 3.1 x 0.98 inches,B06XQLBH1K,"March 19, 2017",TAIDA,China,None,Black,Finger Ring,1.76 ounces,$9.99,$25.43,$0.00,13
4 x 2 x 4.25 inches,B0913CYKF2,"March 4, 2021","JVR Enterprises, LLC.",USA,None,multi,ABPL24PB,7 Ounces,$16.79,$30.90,$21.80,13
12.5 x 1.8 x 19.8 inches,B08DRSYPS1,"August 10, 2020",Radio Systems Corporation,China,None,None,ZPA00-17089,3.8 Pounds,$59.95,$46.82,$46.62,13
2.25 x 1.1 x 8.6 inches,B088SHXGX2,"May 18, 2020",Fetch for Pets,USA,None,Beige,FF12380,0.5 Pounds,$12.43,$27.10,$20.55,13
2.5 x 2.5 x 8 inches,B0CKRXV21Z,"October 9, 2023",Dechra Veterinary Products,USA,None,cream,16MHTW,16 Ounces,$40.90,$29.74,$35.17,13
14.57 x 13.77 x 16.87 inches,B007RBB6UI,"May 1, 2012",IRIS USA,United States,None,None,300570,2.95 pounds,$21.49,$107.78,$56.08,N/A
4.5 x 2.5 x 5 inches,B01AW71ILU,"March 20, 2007",Central Garden & Pet,France,None,Transparent,C13331K,0.1 Pounds,$26.99,$27.39,$24.63,13
2.38 x 2.38 x 8.25 inches,B00CEY5NE8,"April 18, 2013",Fetch for Pets,USA,None,Dogs,FF4849,1.13 Pounds,$7.88,$29.66,$0.00,13
24 x 24 x 1 inches,B072N8NNCZ,"June 15, 2017",ThunderWorks,France,None,None,T08-D-Collar-L,0.14 Pounds,$13.54,$26.61,$18.66,13
36 x 30 x 0.1 inches,B07V7G92NL,"July 15, 2019",Absorlution LLC,China,None,White,A38,4 ounces,$29.99,$71.87,$0.00,13
25 x 31 x 2.5 inches,B00F97RJH6,"September 17, 2013","DTX International, Inc. (Pet Trex)",China,None,Black,83-DT5298,1 Pounds,$39.99,$91.30,$56.95,13
62 x 16 x 4 inches,B0016HNU12,"July 19, 2004",Radio Systems Corporation,United States,None,Dark Gray,62462,9.68 pounds,$64.95,$135.33,$0.00,13
9.45 x 6.3 x 3.15 inches,B01FN4GWX6,"May 13, 2016",ThunderShirt,China,None,Platinum,SPTGXL-T01,0.5 Pounds,$49.95,$30.37,$35.50,13
6.88 x 3.63 x 0.75 inches,B00JZIDDSO,"November 7, 2014",Central Garden & Pet,United States,None,Bone,NPP101TPP,22.68 g,$4.63,$25.47,$0.00,13
21 x 19 x 19 inches,B07QY4HF8W,"April 18, 2019",Central Garden & Pet,China,None,None,100538738,3.94 pounds,$41.99,$42.23,$28.39,13
40 x 32 x 8 inches,B0759JPRKY,"September 1, 2017","Furhaven Pet Products, Inc.",China,None,(Two-Tone Faux Fur & Suede) Stone Gray,44541087BX,4.49 pounds,$59.99,$86.43,$0.00,13
2.38 x 2.38 x 8.25 inches,B00LTGJ938,"March 28, 2006",Buddy Biscuits,USA,None,Lavender & Mint,15202,1.06 Pounds,$11.99,$29.58,$21.50,13
18 x 14.8 x 23.4 inches,B0B1MVFKW8,"April 23, 2023",Amazon,USA,None,None,355555,5.02 pounds,$28.99,$203.55,$110.07,N/A
1.4 x 2.43 x 8.18 inches,B00GZQYK1S,"January 1, 2013",Wahl Clipper Corp.,USA,None,Puppy Fresh,820009A,9.6 Ounces,$7.96,$27.38,$0.00,13
7 x 7 x 3 inches,B0CHTB6RF9,"September 11, 2023",Litter Genie,Canada,None,Grey,I000552,6.4 ounces,$17.99,$29.04,$15.33,13
9 x 2.75 x 1.75 inches,B01330HT84,"July 22, 2015",Fetch for Pets,USA,None,Whitening Shampoo,FF7112,0.75 Pounds,$8.82,$28.42,$0.00,13
18.5 x 13.6 x 22.31 inches,B004L5UIRU,"January 27, 2011",IRIS USA,United States,None,None,300666,4.24 pounds,$32.99,$174.50,$98.41,13
6 x 1 x 6 inches,B01M23ZP9M,"October 25, 2016",Wigzi LLC,China,None,Gray,STDDGV2-GO,0.43 Kilograms,$29.99,$28.94,$26.54,13
14.17 x 13.38 x 7.61 inches,B0CQ5D823D,"April 24, 2024",PETLIBRO,China,None,Black,PLAF109,7.78 Pounds,$129.99,$83.12,$130.12,13
2.6 x 1.2 x 1.3 inches,B07DZBN74T,"October 31, 2018",Radio Systems Corporation,Vietnam,None,Black,SD-425X,0.11 Pounds,$144.95,$31.06,$20.64,13
2.25 x 2.25 x 8 inches,B006HSSBIW,"December 4, 2011",South Bark,USA,None,Blue,SB-00002,12 ounces,$21.59,$28.70,$25.59,13
4.75 x 7 x 2.75 inches,B099NWTRSN,"April 9, 2014",Hartz,China,None,"Neon Green, Neon Pink & Neon Orange",032700129217,0.16 Kilograms,$11.63,$28.41,$7.36,13
30 x 18 x 32 inches,B00DX3AR4A,"July 13, 2013",Go Pet Club Inc,China,None,Black,GT-101,23.9 pounds,$59.35,$120.71,$98.98,13
1.18 x 5.31 x 8.07 inches,B004XNLCPC,"October 19, 2006",Company of Animals,China,None,Black,11320A,0.15 Pounds,$16.40,$26.44,$19.80,13
"23""L x 22""W",B07GT3TH66,None,Central Garden & Pet,China,"#1,265 in Pet Supplies (See Top 100 in Pet Supplies)  #20 in Disposable Dog Training Pads",White,100546543,8.16 pounds,None,None,None,13
4 x 4.5 x 4.5 inches,B000HHQ3AM,"October 19, 2006",Outward Hound,China,None,Multi,31001,0.22 Pounds,$9.99,$27.54,$0.00,13
6 x 2.5 x 5 inches,B00OQYBWPI,"September 9, 2014",Canine Hardware,Vietnam,None,4 Balls,47029,0.2 Pounds,$9.98,$29.96,$8.58,N/A
59.06 x 59.06 x 24 inches,B07584TRXX,"January 3, 2018",Amazon,Vietnam,None,black,YE128061A-24,16.59 Pounds,$40.35,$97.73,$59.80,13
23 x 18 x 2.5 inches,B07DZJR1P7,"January 10, 2019",Amazon Basics,USA,None,Gray,DF2018201-23,19.75 Ounces,$15.40,$42.62,$0.00,13
7 x 5.5 x 1.3 inches,B01H5079I8,"June 15, 2016",Central Garden & Pet,United States,None,Dino,NDD001P,0.17 Pounds,$6.48,$26.27,$0.00,13
5.12 x 4.21 x 0.98 inches,B01H4B9S8W,"June 15, 2016",Fetch for Pets,China,None,T-Bone,FF6305,0.13 Pounds,$5.99,$26.06,$0.00,13
2.5 x 2.5 x 2.5 inches,B076JLYDYP,"October 18, 2017",Sportpet Designs,China,None,"Glow ball 2 pk/ 2.5""",CM-0261-CS01,0.13 Pounds,$5.99,$28.08,$0.00,13
2.99 x 7.91 x 17.52 inches,B0762Q56PH,"September 26, 2017",Hyper Pet LLC,China,None,Green,50252EA,2.04 Pounds,$13.47,$42.58,$0.00,13
"8.5""D x 1.63""W x 7.63""H",B00063496C,"May 7, 2008",No,Vietnam,"#4,502 in Pet Supplies (See Top 100 in Pet Supplies)  #20 in Dog Fountains  #78 in Cat Fountains",Black,PAC00-13067,0.944 ounces,$8.95,$26.99,$0.00,13
20 x 3.7 x 7.87 inches,B083LBW6Z3,"January 7, 2020","Gramercy Products, Inc.",China,None,Translucent Blue,4791,0.91 Kilograms,$24.49,$42.56,$13.49,13
5 x 3.5 x 3.5 inches,B0002DHNZA,"October 2, 2001",KONG,United States,None,Black,41941,0.75 Pounds,$20.99,$29.24,$8.93,N/A
58 x 58 x 30 inches,B087ZGBMX7,None,None,None,"#2,179 in Baby (See Top 100 in Baby)  #38 in Door & Stair Baby Gates",None,0390 BR,13 pounds,$54.98,$96.27,$65.32,13
10.5 x 20.65 x 2 inches,B00HGBTSYK,"December 27, 2013",OUT!,China,None,None,70051,1.5 pounds,$13.91,$34.34,$24.34,13
2.6 x 5.05 x 6.3 inches,B008APMO7O,"April 2, 2013",Canine Hardware,Vietnam,None,Orange/ Blue,232201,0.62 Pounds,$9.50,$28.14,$0.00,13
2.32 x 1.95 x 3.5 inches,B08GH9KL4M,"September 19, 2020",TP-Link,Vietnam,"#1,830 in Baby (See Top 100 in Baby)  #9 in Pet Cameras & Monitors  #16 in Video Baby Monitors  #27 in Bullet Surveillance Cameras","White, Black",Spot Camera,8.8 ounces,$19.99,$28.04,$0.00,13
6.58 x 6.58 x 1.73 inches,B07JQBXPLJ,"October 25, 2018",N5BZT,China,None,Gray,90063XB,0.36 Pounds,$8.99,$28.14,$0.00,13
6 x 2.88 x 3 inches,B002C7GQ0C,"September 30, 2004",Central Garden & Pet,Andorra,None,Yellow,N600P,0.2 Pounds,$8.03,$26.28,$0.00,13
8.5 x 2.5 x 2.5 inches,B07CJ5QD3R,"September 12, 2018",Fetch for Pets,China,None,Vanilla Coconut Scent,FF10475,1.28 Pounds,$6.67,$31.93,$0.00,13
2.25 x 2.25 x 8.33 inches,B00U0KEQX2,"February 6, 2015",Fetch for Pets,USA,None,Natural Detangling Spray,FF5777,0.63 Pounds,$7.48,$27.70,$0.00,13
47 x 1 x 30 inches,B001OC5UNK,None,No,China,"#2,589 in Baby (See Top 100 in Baby)  #48 in Door & Stair Baby Gates",None,1185 DS,11 pounds,$39.99,$86.78,$55.06,13
1.04 x 0.64 x 3.94 inches,B07SPD6JG3,"June 4, 2019",Wet Brush,USA,None,Blue,BPET830DSDT,2.82 ounces,$11.99,$28.47,$23.89,13
8.6 x 12.9 x 10.9 inches,B003EV7F2I,"January 16, 2007",Petmate,China,None,Pearl Tan,24415,1 Pounds,$12.23,$32.88,$22.86,13
